Confirmed,Id,Source,KOR
,"103400109","……嗯。","…응."
,"103400110","明明没有人理她，却自说自话跟着我们，后来还不顾反对加入了军队……给我们不断添麻烦。","아무도 상대해주지 않는데 혼잣말로 우리를 따라오더니 반대를 무릅쓰고 군대에 입대해 우리에게 폐를 끼쳤다."
,"103400111","non，我有个问题……想以我自己的立场来问你……","non, 질문이 있어...내 입장에서 묻고 싶어..."
,"103400112","问吧。","물어봐."
,"103400113","会让你很不快，会让你很生气的。","당신을 기분 나쁘게 하고 화나게 할 거예요."
,"103400114","问吧。","물어봐."
,"103400115","……要是你当初，不选择救菲蒂她们……梅尔是不是就不会被抓走了？","만약 당신이 피티를 구하지 않았더라면...멜은 잡혀가지 않았을까?"
,"103400116","<color=#969696>果然是这个问题……蕾拉哽咽着，鼻子已经完全红了。</color>","<color=#969696>역시나… 라일라는 코끝이 빨개지도록 오열했다.</color>"
,"103400117","<color=#969696>此前她一直强忍着眼泪，也是在自责这种想法吧。</color>","<color=#969696>그동안 눈물을 삼키며 자책했던 게 아닐까.</color>"
,"103400118","明明你以前……是联合指挥员中的王牌，明明……从来都只选择成功率最高的战术。","분명히 너는...합동지휘관 중에 에이스였는데, 분명히...성공률이 가장 높은 전술만 골랐어."
,"103400119","……是，我战术上的考虑有所欠缺。","전술적 고려가 부족했다."
,"103400120","为什么啊，你过去到现在从来没有犯过错，一次都没有。","왜 그래, 너는 과거에 지금까지 한번도 잘못을 저지른 적이 없어."
,"103400121","现在却说什么考虑欠缺……太狡猾了。","이제 와서 무슨 고려가 부족하다고…. 너무 교활하다."
,"103400122","因为梅尔想救她们，就和过去她想救你一样，所以我想尽可能实现她的愿望。","멜이 구하고 싶으면 과거처럼 구하고 싶었기 때문에 가능하면 이루고 싶었다."
,"103400123","——！","——！"
,"103400124","我……我真的……也是个白痴。","나…나 진짜…도 백치야."
,"103400125","明明我自己心里都明白……","분명 내 맘은 다 알지만..."
,"103400126","蕾拉，我有件事一直没告诉你，你和梅尔其实——","라일라, 내가 너에게 말하지 않은 게 있어. 너와 메일은 사실-"
,"103400127","……","……"
,"103400128","<color=#969696>等等……总感觉有什么声音，在哪里听过……</color>","<color=#969696>잠깐...무슨 소리가 나는지 어디서 들어봤는지...</color>"
,"103400129","<color=#969696>我知道是在哪里听过了——！</color>","<color=#969696>어디서 들었는지 알아요!</color>"
,"103400130","指挥官，抱紧我，快一点！","지휘관, 안아줘, 빨리!"
,"103400131","看我们的脚下——是裂缝！","우리의 발밑을 보니———갈라진 틈이야!"
,"103400132","这个距离……呼叫支援是来不及的。","이 정도 거리는…호출 지원이 늦다."
,"103400133","不管了，当心点，别被我挤扁！","몰라, 조심해, 나한테 밀리지 말고!"
,"103400134","蕾拉抱起指挥官，以最快速度展开推进翼，朝着舰队的方向疾驰。","라일라는 지휘관을 끌어안고 빠른 속도로 추진 날개를 펼쳐 함대를 향해 질주했다."
,"103400135","然而裂缝却不断在蕾拉面前展开，蕾拉逼不得已变更了方向，向着尚未确定的区域冲刺。","그러나 리일라 앞에 균열이 계속 벌어지자 어쩔 수 없이 방향을 바꿔 미확인 지역으로 달려갔다."
,"103400136","<color=#969696>指挥官没有防护服，只能低空航行了吗……</color>","<color=#969696>지휘관은 방호복 없이 저공(低空)으로 항해해야 했을까….</color>"
,"103400137","犹豫之际，一幢废墟楼突然坍塌，砸向蕾拉的头顶……蕾拉用身体护住指挥官，尽全力闪躲着。","망설이던 중 갑자기 무너진 폐허의 건물이 라일라의 머리 위를 내리치고…. 라일라는 지휘관을 온몸으로 감싸 안으며 몸을 피하려 애썼다."
,"103400138","但是……最终两人还是被沉重的黑暗吞没。","하지만… 두 사람은 결국 무거운 어둠에 휩싸인다."
,"103500000","……","……"
,"103500001","谁、谁在那里？是指挥官吗？","누구, 누구 저기 있어 지휘관 맞아?"
,"103500002","……","……"
,"103500003","梅尔？！","멜?!"
,"103500004","太好了，你原来没事，真是让我担心——","잘됐어 넌 괜찮았구나 걱정되네-"
,"103500005","……不、不对，梅尔不可能在这。","...아니,아니,멜이 여기에 있을 리 없다."
,"103500006","身体有种无依无靠的浮游感……","몸이 의지할 곳 없는 부유감."
,"103500007","我这是……在梦里吗？","나 이게… 꿈속이야?"
,"103500008","……","……"
,"103500009","<color=#969696>怎么回事，我的手自己动了起来？</color>","<color=#969696>웬일이야, 내 손이 저절로 움직이니?</color>"
,"103500010","砰——！蕾拉射出的子弹击中了梅尔的胸口。","팡! 라일라가 쏜 총알이 멜의 가슴에 꽂혔다."
,"103500011","什——为什么我会下意识地开枪？！","-왜 내가 의식하지 않고 총을 쐈나?!"
,"103500012","蕾拉果然很轻松就打败我了，傀儡化的是我……太好了。","라일라는 역시 쉽게 나를 꺾었다.괴뢰화된 것은 나였다...좋았다."
,"103500013","梅尔，梅尔？！","멜, 멜?!"
,"103500014","梅尔消失了……但是……","메일은 사라졌어...하지만..."
,"103500015","……","……"
,"103500016","蕾拉还没来得及反应，她的面前就又出现了一位梅尔。","라일라가 미처 반응을 보이지 않자 또 한 명의 멜이 나타났다."
,"103500017","砰——蕾拉再次开枪了。","팡-레일라가 다시 총을 쐈다."
,"103500018","我这是……在干什么啊！","나 지금...뭐하는 거야!"
,"103500019","为什么我会做……这种梦……","왜 나는..이런 꿈을 꿨을까.."
,"103500020","砰，砰，砰，枪声不断响起……梅尔也一次次在蕾拉的面前倒下。","팡팡, 팡, 팡, 총성이 계속 울리고…. 멜도 레일 앞에 한번씩 쓰러졌다."
,"103500021","梅尔……梅尔……","멜..멜.."
,"103500022","啊啊啊——！","아아아--!"
,"103500023","谁……谁能够帮我结束这场梦……！","누가… 누가 나 이 꿈 좀 끝내줘…!"
,"103500024","啪——","탁"
,"103500025","醒醒。","깨어나다."
,"103500026","……好痛。","…아프다."
,"103500027","蕾拉缓缓睁开了眼。","레일라는 천천히 눈을 떴다."
,"103500028","我得感谢你在那儿鬼叫，不然我们怕是要永远的睡下去了。","그렇지 않으면 우리는 영원히 잠들 것 같다."
,"103500029","——！","——！"
,"103500030","你是谁？和我一起的人类指挥官呢？","당신은 누구 나와 함께 한 인간 지휘관은?"
,"103500031","奎因，这是我的名字。","퀸, 내 이름이야."
,"103500032","另一个问题我无法回答，毕竟我也才刚醒过来。","다른 문제에 나는 대답할 수 없다.필경 나도 방금 깨어났을 것이다."
,"103500033","奎因，你必须先和我找到一名人类指挥官，那个人的安全比什么都重要。","퀸, 나와 먼저 인간 지휘관을 찾아야 해. 그 사람의 안전이 무엇보다 중요해."
,"103500034","哎，别用那种命令式的口吻，无论阵线还是奥托露娜都没人能控制我。","에이, 그런 명령조로 하지 마. 라인도 오토루나도 날 통제할 수 없어."
,"103500035","你难道是……","너 혹시..."
,"103500036","你心里有数的话，就别和我谈论身份了。","네 마음속에 속셈이 있으면 나와 신분에 대해 말하지 마라."
,"103500037","那么这里到底是哪？为什么我会和一个混蛋在一起？","그렇다면 이곳은 어디일까.왜 나는 나쁜 놈과 함께 있을 수 있습니까?"
,"103500038","小姑娘，在和人计较前，你真该看看我们遇到的一个要命的问题——","소녀야, 남과 따지기 전에 네가 정말 우리 앞에 닥친 골칫거리 하나를 보아야 해."
,"103500039","奎因指了指自己的头顶。","퀸은 자신의 정수리를 가리켰다."
,"103500040","我们被困在废墟坑里了，而且上面随时有可能再次坍塌。","우리는 폐허 구덩이에 갇혔고, 그 위는 언제 다시 무너져 내릴지 모른다."
,"103500041","——！","——！"
,"103500042","是刚才的废墟楼坍塌造成的吗？","아까 폐허 건물이 무너져 생긴 겁니까?"
,"103500043","刚才？如果你指的是那半截楼倒塌，根据我的记录仪，已经过去3个小时了吧。","아까 그 건물 반이 무너졌다는 거라면 내 기록기로는 벌써 3시간이 지났지."
,"103500044","什么？！","네?!"
,"103500045","<color=#969696>指挥官……</color>","<color=#969696>지휘관...</color>"
,"103500046","真是倒霉，我就不该接那活，在这片废墟探索的风险实在太高了。","정말 재수 없다.나는 그 일을 맡지 말았어야 했다.이 폐허에서 탐색할 위험은 정말 너무 높다."
,"103500047","快用你手上那玩意儿打两发，就算不能开个口子，也能吸引到外面人的注意吧。","어서 네 손에 있는 물건으로 두 발을 쏘아라, 설령 입을 열지는 못하더라도, 바깥 사람들의 주의를 끌 수 있겠지."
,"103500048","我这是狙击枪，不要对我抱什么期待。","나 저격총이야. 나한테 기대지 마."
,"103500049","总比我用导弹再次引起坍塌好。","내가 미사일로 다시 붕괴를 일으키는 것보다 낫다."
,"103500050","为了从这里逃出去，我们现在必须携手并进。","여기서 도망가기 위해서는 지금 손을 잡고 가야 한다."
,"103500051","出去以后我也会协助你。","밖에 나가면 나도 협조할게."
,"103500052","我真的能信任你吗？","내가 정말 당신을 믿을 수 있을까요?"
,"103500053","呵……","헉..."
,"103500054","“燃风矿团”的第二把手可不会食言。","연풍광단의 2인자는 결코 식언을 할 수 없다."
,"103500055","……与此同时。","이와 함께."
,"103500056","我这锯子，意外的好用吧？只要调整模组，你这种普通人类也能轻松拿起来。","나의 이 톱은 의외로 쓰기 쉽지요?모듈만 조정하면 너 같은 보통 인간도 쉽게 잡을 수 있다."
,"103500057","……虽说为了匹配你的体格，调整了快三个小时。","… 체격에 맞추려고 3시간이나 빨리 몸을 만들었지만."
,"103500058","你为什么沉默了……不就是帮忙锯锯铁疙瘩嘛，你绝对赚了！","너 왜 침묵해...쇠꼬리 켜는 거 도와준 거잖아, 너 절대 벌었잖아!"
,"103500059","我，戴恩，“燃风矿团”的头号发明家……却为了拉住你，断了吃饭的家伙……一条高精度义肢。","나, 데인, '연풍광단'의 1인자 발명가…너를 잡으려고 밥 먹는 놈…고정도의 다리."
,"103500060","而你需要回报我的，仅仅是替我锯点东西。","네가 나에게 보답할 것은 단지 나를 위해 무언가를 켜는 것이다."
,"103500061","保护我的那位航空型AG在哪？","나를 보호해 줄 그 항공형 AG는 어디에 있습니까?"
,"103500062","你果然很在意那个AG啊，问了我那么多次。","역시나 그 AG가 마음에 들었구나, 나한테 그렇게 많이 물어봤어."
,"103500063","还是那句话，就在咱们站着的废墟下面。","그 말이 바로 우리가 서 있는 폐허 아래 있다."
,"103500064","……要我说的详细点？","…자세히 말해볼까?"
,"103500065","……那时候，我正和同伴在附近回收锻素，突然你们就从天上掉下来。","…그때 내가 동료들과 함께 근처에서 단조품을 수거하고 있을 때 갑자기 하늘에서 너희들이 떨어졌다."
,"103500066","我正想着天上咋掉下来两个活人呢，结果脚底板下的废墟也塌了！","나는 하늘에서 어떻게 두 명의 산 사람이 떨어질까 생각하고 있었는데, 결국 발바닥의 폐허도 무너져 버렸다."
,"103500067","真是魂都要吓飘了，我踩足油门向外跑，等回过神，虽然我自己跑掉了……但我的同伴和那个护着你的AG都已经掉进废墟坑里了。","정말 혼비백산할 것 같아 가속페달을 밟아 밖으로 뛰쳐나가고 정신을 차리고 보니 혼자 도망가긴 했지만… 내 동료도, 너를 감싸고 있던 AG도 이미 폐허로 떨어졌어."
,"103500068","你倒比较幸运，掉在了下层的一个平台上，我用自己的义肢把你拉上来了。","너는 비교적 운이 좋구나, 아래층 한 플랫폼에 떨어져서, 나는 내 의족으로 너를 끌어올렸다."
,"103500069","哎，不过因为我今天戴的义肢是精密型的，脆的很，现在已经彻底不能用了。","아, 근데 오늘 착용한 의족은 정밀해서 바삭바삭해서 지금은 완전히 못써요."
,"103500070","无论是我的同伴还是你的AG，现在都在这片废墟坑下面，我们得早点把她们挖出来。","내 동료도, 너의 AG도 지금 이 폐허 밑에 있으니, 우리는 그들을 빨리 파내야 한다."
,"103500071","当然了，因为这块区域的信号已经被我们“燃风矿团”屏蔽了。","물론 이 구역의 신호가 우리 '연풍광단'에 의해 차단됐기 때문이다."
,"103500072","……为什么要做这种事？你该不会连“燃风矿团”是什么也不知道吧？","…왜 이런 일을 했을까?혹시 '연풍광단'이 뭔지조차 모르는 건 아니겠죠?"
,"103500073","指挥官点了点头。","지휘관은 고개를 끄덕였다."
,"103500074","怎么会这样，我还以为咱们很出名呢！我想想啊——","어떻게 이럴 수가 있어, 나는 우리가 매우 유명하다고 생각했어!생각해볼까——"
,"103500075","简单的说“燃风矿团”呢，是由无法接受首脑那些冷血做法的AG，一起脱离阵线后，合伙建立的AG组织……","쉽게 말해 '연풍광단'은 정상의 냉혈한 처사를 받아들이지 못한 AG가 함께 전선을 이탈해 만든 AG 조직인데…."
,"103500076","所以为了避开阵线的追查，我们会把据点附近的矿区信号屏蔽掉。","그래서 전선의 추적을 피하기 위해 거점 근처의 광구 신호를 차단했다."
,"103500077","等等，我想起来还没确认你这家伙的身份，以防万一，你该不会是阵线的什么军官吧？","잠깐, 이놈의 신원이 확인되지 않은 게 생각나는데 혹시라도 전선의 무슨 장교인가?"
,"103500078","我如果说是的话，你会后悔救我吗？","내가 그랬다면 날 구한 걸 후회하겠니?"
,"103500079","哈哈哈，你在说啥呢，救人有什么后悔不后悔的啊。","하하하, 무슨 소리 하는 거야. 사람을 살리면 후회 안 할 게 뭐."
,"103500080","只不过……你如果是阵线的人，我们矿团这个月的采购资金就有着落了。","다만…당신이 전선 사람이라면 우리 광단의 이번 달 조달 자금은 바닥날 것이다."
,"103500081","阵线肯会为你付一笔不错的赎金。","전선은 기꺼이 너를 위해 괜찮은 몸값을 지불할 것이다."
,"103500082","哦，原来是集结了两大势力AG的「纽带」……","아, 양대 세력을 아우르는 AG의 「고리」였군요."
,"103500083","矿团里经常提起你们，而你居然还是那里的指挥官。","광단에서 자꾸 얘기하는데 넌 지휘관이야."
,"103500084","我已经那么有名了吗？","내가 벌써 그렇게 유명해졌나요?"
,"103500085","因为你们救出了那些要被牺牲的AG啊，真是太酷了。","당신들 때문에 희생될 AG들을 구해냈다니 정말 멋져요."
,"103500086","以前可没指挥官敢违背阵线首脑的做法，甚至连「卡巴拉」都敢攻击。","전선의 우두머리를 거역하고 카발라까지 공격할 수 있었던 지휘관은 없었다."
,"103500087","刚才也说过，正因为阵线首脑，才会有我们“燃风矿团”诞生。","아까도 말했지만 전선 우두머리 덕분에 우리 연풍광단이 탄생했다."
,"103500088","大家都是忍受不了阵线才独立出来的，总之这次我们燃风矿团可全是支持你的。","모두는 전선을 견디지 못하고 독립해 나왔지만 어쨌든 이번에 우리 연풍광단은 모두 너를 지지한 것이다."
,"103500089","<color=#969696>虽然有一部分和真实情况完全不同，但现在不挑明更能博取她的好感，从而协助我救出蕾拉。</color>","<color=#969696>실상과 전혀 다른 부분도 있지만 지금은 가리지 않고 호감을 사 라일라를 구할 수 있도록 도와준다.</color>"
,"103500090","所以和我在一起的那位航空型AG真的在这里的废墟下是吗？","그래서 나와 함께 있던 그 항공형 AG가 정말 이곳의 폐허 아래 있는 걸까?"
,"103500091","当然啦，你都问好几遍了，看来她对你真的挺重要的嘛。","당연하지, 몇 번이나 안부를 물었으니까, 걔가 너한테 정말 중요한가 봐."
,"103500092","我的同伴也在下面，当下最重要的就是救出你我的同伴。","나의 동료도 아래에 있다. 지금 가장 중요한 것은 너와 나의 동료를 구하는 것이다."
,"103500093","我给你的锯子增加了功率，再加把劲！","나는 너의 톱에 공률을 높였으니 좀 더 힘을 내라!"
,"103500094","……指挥官听到了狙击枪的响声，顺着声音据了一个口子，蕾拉和奎因慢慢爬了出来。","…지휘관이 저격총 소리를 듣고 그 소리를 따라 입을 댔고, 라일라와 퀸이 천천히 기어 나왔다."
,"103500095","……指挥官！","…지휘관!"
,"103500096","我没事……谢谢你，name。","난 괜찮아... 고마워, name."
,"103500097","name，请赶快联系我们的舰队，这个破地方一秒钟都不想多呆了。","name, 우리 함대에 연락해 달라. 이 허무는 곳은 1초도 머무르고 싶지 않다."
,"103500098","不愧是指挥官，真是勇敢、果断、直面自己灵魂的快意之人。","지휘관답게 용감하고 단호하며 자신의 영혼을 직시하는 쾌활한 사람이었다."
,"103500099","没戏哦……笨蛋，因为你肯定又是在开玩笑。","안됐어...머슴아. 너 때문에 또 장난칠 거야."
,"103500100","name，请赶快联系我们的舰队，这个破地方一秒钟都不想多呆了。","name, 우리 함대에 연락해 달라. 이 허무는 곳은 1초도 머무르고 싶지 않다."
,"103500101","哎？奎因，你没告诉这个AG现在无法通讯么？","에이퀸, 지금 통신이 안 된다고 AG한테 안 알려줬어?"
,"103500102","说了，她不信。","말했지만 그녀는 믿지 않았다."
,"103500103","什么……？","뭐...?"
,"103500104","……四人交换了情报。","…4명이 정보를 교환했다."
,"103500105","你们这帮“燃风矿团”的家伙，知不知道屏蔽信号有多危险？","이 '연풍광단' 놈들아, 차단신호가 얼마나 위험한지 아냐?"
,"103500106","所以我们才会组队行动。","그래서 우리는 팀을 이뤄 움직인다."
,"103500107","那么，像我们这样与傀儡战斗的部队怎么办？在充满傀儡的战场，无法通讯就和等死差不多。","그렇다면 우리처럼 꼭두각시들과 싸우는 부대는 어떻게 될까?괴뢰로 가득 찬 전쟁터에서 교신 불능은 죽음을 기다리는 것과 마찬가지다."
,"103500108","谁会在乎这种早就被傀儡攻陷的废墟呢？只有我们，只有想尽办法活在当下的我们。","일찍이 괴뢰에게 함락된 폐허를 누가 알아채겠는가.오직 우리, 오직 현재를 어떻게든 살아가고 있는 우리들."
,"103500109","你不会知道我们为了脱离阵线付出了多大的代价。","너는 우리가 전선을 이탈하기 위해 얼마나 많은 대가를 치렀는지 모를 것이다."
,"103500110","啧……不可理喻。","쯧쯧… 어이가 없다."
,"103500111","嘿，让我打断一下，现在不是斗嘴的时候。","어이, 내가 말을 끊게 해라, 지금은 말다툼할 때가 아니다."
,"103500112","……哼，不和你计较。","…흥, 너와 따지지 않는다."
,"103500113","之前在坑洞里我答应过要协助你，趁我现在没改主意，跟上我们——","예전에 구멍에서 내가 도와준다고 했는데 내가 지금 마음을 고쳐먹지 않는 틈을 타 우리를 따라와요."
,"103500114","在这片废墟，只有我们“燃风矿团”知道准确的方位。","이 폐허에서 우리 '연풍광단'만이 정확한 위치를 알고 있었다."
,"103500115","好啦，走吧！","좋아, 가자!"
,"103600000","砰……！","펑...!"
,"103600001","傀儡一个接一个被蕾拉的蓄能步枪消灭。","괴뢰들이 하나둘씩 레이일의 에너지저장 소총에 의해 소멸되었다."
,"103600002","打的还挺准，不过你这枪还有很大的改造空间啊，要不要给我看看？","정확하게 쏘았습니다. 그런데 아직도 리모델링 공간이 많군요. 보여 주시겠어요?"
,"103600003","我可不会把精心调整好的武器交给外人。","잘 조절한 무기를 남에게 넘기지 않겠다."
,"103600004","而且，无法战斗的人请好好在那看着。","그리고 싸울 수 없는 사람은 그곳에서 잘 지켜봐 주세요."
,"103600005","呿……真是小气。","……… 참 옹졸하다."
,"103600006","<color=#969696>我必须尽快带指挥官离开这里……</color>","<color=#969696>지휘관을 빨리 데리고 가야 하는데….</color>"
,"103600007","前面可能会和我们昔日的同伴战斗，做好准备。","앞에서는 우리의 옛 동료들과 싸우며 준비할 것이다."
,"103600008","昔日的同伴？","지난날의 동반자?"
,"103600009","对我来说，这是傀儡化AG另外的一个名字。","내게는 괴뢰화 AG의 다른 이름이다."
,"103600010","虽然她们的确已经死了，但是我们知道，她们曾是与傀儡死斗的战士。","비록 그녀들은 확실히 이미 죽었지만,우리는 그들이 일찍이 괴뢰와 싸우던 전사였다는 것을 알고 있다."
,"103600011","……","……"
,"103600012","<color=#969696>梅尔……</color>","<color=#969696>멜...</color>"
,"103700000","喂，你在发什么呆，快点狙击。","야, 너 지금 무슨 멍하니 있냐, 빨리 저격해."
,"103700001","那个是……怎么可能？！","그건……그럴 리가?!"
,"103700002","……","……"
,"103700003","<color=#969696>为什么又出现了傀儡化的重装型AG……还与梅尔那么相似……</color>","<color=#969696>왜 또 괴뢰화된 리모델링 AG가 나왔을까...메일과 그렇게 닮았을까...</color>"
,"103700004","<color=#969696>我又要对梅尔……开枪了吗……</color>","<color=#969696>멜한테 또 쏜다고...</color>"
,"103700005","听你指挥官的命令，让开。","지휘관의 명령을 듣고 물러나라."
,"103700006","其他人都往后站点，我要开始轰炸了。","다른 사람들은 모두 뒤로 물러서, 나는 폭격을 시작할 것이다."
,"103700007","蕾拉突然拉住了奎因。","레일라가 갑자기 퀸을 잡아당겼다."
,"103700008","等等，我想去确认一下。","잠깐만요, 가서 확인해 보고 싶어요."
,"103700009","你这副样子，有同伴变成傀儡了是吧？","너 이런 꼴을 하고 있는데, 어떤 동료가 꼭두각시가 되었지?"
,"103700010","那更不可能让你去了，好好在这呆着。","그럼 너를 보내기는 더더욱 아니니, 여기 가만히 있어라."
,"103700011","那是我最好的朋友！","그 친구는 나의 가장 친한 친구야!"
,"103700012","如果她真的变成了傀儡，那也该由我来……","그녀가 정말 꼭두각시가 되었다면,그것도 내가 해야지…"
,"103700013","放手。","손을 떼다."
,"103700014","奎因，要不听她一回呗？这件事情总得有个结束。","퀸, 한 번만 듣지 않을래?이 일은 어쨌든 마무리가 되어야 한다."
,"103700015","不要太乐观了，敌人是重装型，一旦我们进入她的射程范围，所有人都会翘辫子。","적은 중무장형이라 우리가 그녀의 사정권에 들어오면 모두가 머리를 땋는다."
,"103700016","……好吧，我会给你们两分钟，一旦超过时间而导致我们遇到了危险。","...그래, 내가 너희들에게 2분을 주겠다.시간을 초과하면 우리가 위험에 처하게 된다."
,"103700017","我就把你们头朝下一个个按到泥里去。","내가 너희 머리를 아래로 향하여 하나씩 진흙 속으로 내리누르리라"
,"103700018","蕾拉，走吧。","라일라, 가자."
,"103700019","好！","좋아요!"
,"103700020","谢谢你，指挥官……","고맙다, 지휘관님."
,"103700021","……","……"
,"103700022","距离还是太远了，无法对比数据。","거리가 아직 너무 멀어서 데이터를 비교할 수 없다."
,"103700023","指挥官，我们可以再靠近一些吗？","지휘관, 우리 좀 더 가까이 가도 될까요?"
,"103700024","<color=#9dd0ff>时间到了，你们必须现在开枪。</color>","<color=#9dd0ff>시간이 다 되었으니 너희들은 반드시 지금 총을 쏘아야 한다.</color>"
,"103700025","现在明明才过了一分钟！","지금 분명히 1분밖에 안 지났어!"
,"103700026","<color=#9dd0ff>计划变了，另一个方向也出现了傀儡群，我们现在就得前进。</color>","<color=#9dd0ff>계획이 바뀌고 다른 방향에도 괴뢰떼가 나타났으니 우리는 지금 전진해야 한다.</color>"
,"103700027","我……","나는..."
,"103700028","<color=#9dd0ff>快一些，我和戴恩时刻在危险之中。</color>","<color=#9dd0ff>서둘러라,나와 데인은 항상 위험에 처해 있다.</color>"
,"103700029","……","……"
,"103700030","笨蛋，你知道这意味着什么吗！","뚱딴지, 이게 무슨 뜻인지 알아!"
,"103700031","正因为梅尔是笨蛋……所以，傀儡化的梅尔也能被蕾拉你们轻松打败吧。","메일은 멍텅구리였으니…. 그러니 괴뢰화된 메이어도 라일라에게 쉽게 당할 수 있겠지."
,"103700032","梅尔……","멜..."
,"103700033","蕾拉将手指搭在了扳机上，瞄准镜中的十字准心与傀儡的身型重叠……","라일라가 방아쇠에 손가락을 댄 것. 조준경 속 십자준심과 꼭두각시 모양이 겹친다."
,"103700034","我又要……杀死梅尔了吗……","나는 또...멜을 죽였을까..."
,"103700035","喂……就是你……天天炸我宿舍的墙壁吗？","야..바로 너야..매일 내 기숙사 벽을 폭파해?"
,"103700036","你是……？","당신은...?"
,"103700037","蕾拉，曾经被关在你隔壁的倒霉鬼。","라일라, 네 옆집에 갇혔던 재수 없는 놈."
,"103700038","喂，你干什么……！","야, 너 뭐해…!"
,"103700039","呜呜……蕾拉，对不起……","우우...렐라, 미안해..."
,"103700040","你哭什么啊……别突然抱过来……！","왜 울어..갑자기 안아오지마..!"
,"103700041","喂，别哭的那么大声了……大家都看过来了……","야, 그렇게 크게 울지 마...다들 보셨어..."
,"103700042","欸？！又打歪了。","어?! 또 삐뚤어졌어."
,"103700043","笨蛋……都说了你要听我的。","뚱딴지... 내 말 들어라니까."
,"103700044","蕾拉又是一脸阴沉沉的样子啊，要听点梅尔收集的笑话吗？","라일라 또 어두운 얼굴이네. 멜이 모아놓은 우스갯소리 좀 들어볼래?"
,"103700045","不要，你的笑话……比南极还冷……","싫어, 니 농담...남극보다 더 추워..."
,"103700046","……别管我了……我只要有小拉在身边就够了。","...나 좀 내버려둬...난 소라만 있으면 돼."
,"103700047","“小拉”？是蕾拉手上这只可爱的玩偶吗？","'샤오라'? 라일라에 있는 귀여운 인형 맞니?"
,"103700048","可爱……？还没有人这么说过。","귀엽다고요? 아직 아무도 그런 말을 한 적이 없어요."
,"103700049","“小拉”是我最重要的朋友……","소라씨는 내 가장 소중한 친구인데..."
,"103700050","那梅尔，也来当你的朋友嘛！","그럼 멜, 니 친구도 되려고 왔잖아!"
,"103700051","那你先问问小拉的想法。","그럼 먼저 소라에게 생각을 물어봐라."
,"103700052","梅尔稍微端正了姿势，轻轻握住了“小拉”的手。","멜은 자세를 약간 바로 하고 '샤오라'의 손을 살짝 잡았다."
,"103700053","小拉、蕾拉，梅尔能成为你们的朋友吗？","소라, 라일라, 멜이 당신들의 친구가 될 수 있을까요?"
,"103700054","呜呼呼……它说……你好蠢，不适合当朋友。","우후후후...그러니까...너 너무 미련해, 친구로 안 어울려."
,"103700055","欸？！","어?!"
,"103700056","<color=#969696>笨蛋……我可不会承认你是我的……朋友。</color>","<color=#969696>뚱딴지...너를 내꺼라고 인정하지 않을 거야...친구야.</color>"
,"103700057","<color=#9dd0ff>开枪！我们已经在傀儡的射程范围了！</color>","<color=#9dd0ff>총을 쏴라! 우리는 이미 괴뢰의 사정권 안에 있다!</color>"
,"103700058","……","……"
,"103700059","我……","나는..."
,"103700060","……做不到！","…할 수 없다!"
,"103700061","哪怕她已经变成了傀儡……哪怕再借着消灭傀儡的名义……","그녀가 꼭두각시가 되더라도...꼭두각시멸의 명분을 빌려서라도..."
,"103700062","我也没法再对自己最好的朋友开枪了！","나도 더 이상 내 가장 친한 친구에게 총을 쏠 수 없어!"
,"103700063","蕾拉……","라일라..."
,"103700064","<color=#9dd0ff>你这混蛋！</color>","<color=#9dd0ff>이 상놈아!</color>"
,"103700065","<color=#9dd0ff>一个失去了舰队的指挥官，又能做什么？</color>","<color=#9dd0ff>함대를 잃은 지휘관이 무슨 일을 할 수 있겠는가.</color>"
,"103700066","现在我能做的事的确很少，但是要救下你们并不困难。","지금 내가 할 수 있는 일은 확실히 매우 적지만,너희들을 구해내는 것은 결코 어렵지 않다."
,"103700067","输入我给出的射击诸元，对指定坐标进行轰炸。","내가 내준 사격 제원을 입력하고 지정된 좌표를 폭격했다."
,"103700068","<color=#9dd0ff>你靠目测得出的数据？这份自大可是会让你们都变成肉饼的。</color>","<color=#9dd0ff>당신은 눈으로 측정한 수치입니까?이 잘난 체하면 너희들 다 패티 될 거야.</color>"
,"103700069","照做就是了，如果你们想活下去的话。","그대로 하면 돼. 살고 싶다면."
,"103700070","<color=#9dd0ff>哼，那我要开始轰炸了，等把你们送进了地狱可别怪我。</color>","<color=#9dd0ff>흥, 그럼 내가 폭격을 시작하겠네. 너희를 지옥에 보내면 나를 탓하지 마.</color>"
,"103800000","……在奎因的轰炸掩护下，指挥官利用烟幕和红外干扰，带领蕾拉成功穿过了傀儡污染区。","…퀸의 폭격 엄호 아래 지휘관은 연막과 적외선 교란으로 라일라를 이끌고 괴뢰 오염구역을 통과하는 데 성공했다."
,"103800001","你们成功活了下来，看起来不像是狗屎运。","너희들이 성공적으로 살아났으니 개똥구리로 보이지 않는다."
,"103800002","name，你是怎么在无工具的情况下测算射击诸元的？","name, 어떻게 도구 없이 제원을 사격할 수 있습니까?"
,"103800003","蕾拉是我的部下，我每天都会研究她的射击数据。","레일라는 내 부하였고 나는 매일 사격 데이터를 연구했다."
,"103800004","而重装型的原型……梅尔也一样，我非常熟悉重装型AG的移动轨迹和射击方式。","중장형의 원형. 멜도 마찬가지로 중장형 AG의 움직임 궤적과 사격방식에 익숙하다."
,"103800005","哦？","흐음?"
